Wall time,Step,Value
1691656047.7381475,2,1.1571147441864014
1691656069.5586052,5,1.1019787788391113
1691656093.3333125,8,1.0830965042114258
1691656176.4374979,11,1.0850526094436646
1691656201.9155858,14,1.0653880834579468
1691656219.597356,17,1.0624505281448364
1691656312.0929866,20,1.0485398769378662
1691656327.0138955,23,1.0551849603652954
1691656347.0582979,26,1.043399691581726
1691656432.2421489,29,1.0407086610794067
1691656457.0244877,32,1.0312315225601196
1691656472.738772,35,1.0333176851272583
1691656558.1802468,38,1.0317034721374512
1691656584.5758774,41,1.028032898902893
1691656598.282322,44,1.0210040807724
1691656679.900476,47,1.0206221342086792
1691656703.5484483,50,1.0281305313110352
1691656723.6518211,53,1.0251307487487793
1691656806.9424393,56,1.0201765298843384
1691656826.8242314,59,1.0208719968795776
1691656844.4130445,62,1.0220857858657837
1691656927.3840394,65,1.012221336364746
1691656941.754128,68,1.016305685043335
1691656964.6422768,71,1.0134897232055664
1691657048.5331035,74,1.0109844207763672
1691657068.1331034,77,1.0124552249908447
1691657084.9772782,80,1.015751600265503
1691657170.490886,83,1.0111936330795288
1691657189.8931046,86,1.0159660577774048
1691657206.5211117,89,1.0062510967254639
1691657295.428305,92,1.0091725587844849
1691657310.4307902,95,1.019326090812683
1691657328.9219658,98,1.0130054950714111
1691657412.830388,101,1.0076220035552979
1691657428.7935205,104,1.012695074081421
1691657449.8644025,107,1.012192964553833
1691657532.773167,110,1.006095290184021
1691657555.788233,113,1.0120726823806763
1691657574.0078602,116,1.0128331184387207
1691657666.1177018,119,1.0052605867385864
1691657681.912583,122,1.0076216459274292
1691657695.197567,125,1.009535789489746
1691657775.699666,128,1.0100672245025635
1691657797.885099,131,1.0095365047454834
1691657816.7238579,134,1.0092355012893677
1691657909.466223,137,1.0085374116897583
1691657923.035909,140,0.9955471754074097
1691657938.1353452,143,0.9976514577865601
1691658025.5644042,146,1.0148531198501587
1691658039.6296196,149,1.009992003440857
1691658064.6849873,152,1.0081902742385864
1691658154.8148696,155,1.0005820989608765
1691658169.981469,158,1.0083279609680176
1691658187.8565316,161,0.9857245087623596
1691658274.7496696,164,1.010337233543396
1691658293.9566414,167,1.0103830099105835
1691658313.0197651,170,1.006519079208374
1691658399.2473018,173,1.0073057413101196
1691658419.3141217,176,1.0072379112243652
1691658436.9536383,179,0.9937171339988708
1691658525.4758441,182,0.9933143854141235
1691658546.7424448,185,1.000490427017212
1691658564.9000678,188,1.0030015707015991
1691658656.2456136,191,1.0065340995788574
1691658675.869688,194,1.0059314966201782
1691658689.6815941,197,1.0080622434616089
1691658777.893328,200,1.0028934478759766
1691658791.7712932,203,0.9980407953262329
1691658815.27485,206,1.004874587059021
1691658900.9711273,209,0.9929155707359314
1691658921.1801715,212,1.0026309490203857
1691658940.3845837,215,1.00529146194458
1691659029.9134202,218,0.9889382719993591
1691659049.738656,221,1.005871295928955
1691659067.96217,224,0.9983627796173096
1691659156.0756886,227,1.0011472702026367
1691659172.6953719,230,1.0060958862304688
1691659194.5556235,233,0.9777863621711731
1691659287.677782,236,1.0064809322357178
1691659300.8031087,239,1.0128066539764404
1691659321.9871624,242,1.0033150911331177
1691659407.4195418,245,0.9851775765419006
1691659427.8366644,248,1.0035842657089233
1691659446.8769677,251,1.00429105758667
1691659534.9495094,254,1.0098180770874023
1691659559.5827305,257,0.9950907826423645
1691659572.5732815,260,1.006869912147522
1691659655.2709124,263,0.9652815461158752
1691659676.3000927,266,1.0051294565200806
1691659699.3869207,269,1.0036975145339966
1691659786.0582776,272,1.003612756729126
1691659807.279732,275,1.0042235851287842
1691659825.4983335,278,0.9596090912818909
1691659910.6451287,281,0.9966022372245789
1691659930.6418684,284,0.9917091131210327
1691659951.2768705,287,1.003876805305481
1691660037.6911275,290,1.0039572715759277
1691660062.0269885,293,1.0030148029327393
1691660076.5395098,296,0.9970952272415161
1691660170.3757384,299,0.9969608187675476
1691660190.550625,302,1.0049099922180176
1691660203.9377534,305,1.0003904104232788
1691660296.9560537,308,1.0043597221374512
1691660318.4495156,311,1.0032824277877808
1691660334.2293417,314,0.9981654286384583
1691660422.6808178,317,0.9973953366279602
1691660449.57488,320,1.0027565956115723
1691660464.6996765,323,0.9440814256668091
1691660557.946428,326,1.0058817863464355
1691660580.9019606,329,0.9984498023986816
1691660598.5181472,332,0.9536293148994446
1691660687.038427,335,0.9956915974617004
1691660712.8496797,338,1.0028084516525269
1691660726.4781108,341,1.0037298202514648
1691660812.4139795,344,1.003711462020874
1691660829.15861,347,1.004408597946167
1691660859.0581145,350,1.01335608959198
1691660949.3560584,353,0.9965919852256775
1691660973.293519,356,1.0025794506072998
1691660995.0820544,359,0.9909669160842896
1691661081.7403126,362,1.0024518966674805
1691661104.7168999,365,1.0037251710891724
1691661129.4666789,368,1.004956603050232
1691661225.6050124,371,0.987054169178009
1691661247.6150682,374,1.0032414197921753
1691661262.9756873,377,1.003374457359314
1691661361.7903984,380,0.9782905578613281
1691661378.1638484,383,0.9630064964294434
1691661399.4022245,386,1.0048712491989136
1691661488.3303983,389,1.0039547681808472
1691661511.9599369,392,0.9389346241950989
1691661526.031696,395,0.9632879495620728
1691661613.332956,398,1.0027685165405273
1691661638.3592436,401,1.0014816522598267
1691661651.7824352,404,0.9609324336051941
1691661744.327853,407,1.012365698814392
1691661763.4985678,410,0.9783278703689575
1691661778.3165278,413,1.0065253973007202
1691661872.5224478,416,0.9691106677055359
1691661894.9258132,419,1.0021352767944336
1691661909.3469207,422,1.002671241760254
1691662004.1382759,425,1.0014379024505615
1691662020.7212117,428,0.9915714859962463
1691662040.2580483,431,0.9786542654037476
1691662125.3643742,434,0.956794798374176
1691662145.9794939,437,1.002441644668579
1691662167.386159,440,0.9405704140663147
1691662255.5547256,443,1.00270414352417
1691662278.7635102,446,1.0095473527908325
1691662292.7665737,449,0.9385399222373962
1691662387.7013376,452,0.9483962059020996
1691662411.4005902,455,1.0019190311431885
1691662423.0793698,458,0.9266798496246338
1691662507.2476206,461,1.0053378343582153
1691662526.5986469,464,1.0024704933166504
1691662548.8606193,467,1.003119707107544
1691662632.984264,470,1.002770185470581
1691662648.1743484,473,0.9625897407531738
1691662674.2742476,476,0.9724198579788208
1691662755.9594924,479,1.0030381679534912
1691662769.9577503,482,0.9358587861061096
1691662799.435997,485,1.0012139081954956
1691662891.5052502,488,0.9411997199058533
